"","analysis","feature","index","rt","mz","intensity","area","rtmin","rtmax","mzmin","mzmax","adduct","mass","filled","filtered","filter","sn"
"691","01_ww_is_pos_blank-r001","mz437.195_rt1240_f691",691,1239.539,437.19506702,94890.046875,598109.550485855,1233.574,1245.821,437.19458803,437.19533061,"[M+H]+",436.187791023914,FALSE,FALSE,NA,219
"692","01_ww_is_pos_blank-r001","mz438.198_rt1240_f692",692,1239.539,438.19845311,23887.380859375,147301.3792851,1233.574,1245.821,438.19778474,438.19892871,"[M+H]+",437.191177105747,FALSE,FALSE,NA,48
"693","01_ww_is_pos_blank-r001","mz439.201_rt1240_f693",693,1239.539,439.2010718,3694.94360351562,25196.2856332018,1233.574,1246.884,439.19921851,439.20272266,"[M+H]+",438.193795802851,FALSE,FALSE,NA,34
"694","01_ww_is_pos_blank-r001","mz214.126_rt1241_f694",694,1240.994,214.12646773,8919.5107421875,61548.0693802735,1235.058,1246.884,214.12588735,214.12707737,"[M+H]+",213.119191733136,FALSE,FALSE,NA,275
"695","01_ww_is_pos_blank-r001","mz221.152_rt1241_f695",695,1240.994,221.15165504,3218.59204101562,20921.5349347738,1237.308,1247.826,221.15034444,221.15263722,"[M+H]+",220.144379040506,FALSE,FALSE,NA,14
"696","01_ww_is_pos_blank-r001","mz242.285_rt1241_f696",696,1240.994,242.28497678,7790.46240234375,88429.6901480759,1229.932,1251.043,242.28382073,242.28553558,"[M+H]+",241.277700782577,FALSE,FALSE,NA,32
"697","01_ww_is_pos_blank-r001","mz425.81_rt1241_f697",697,1240.994,425.80951356,14770.4150390625,165500.830719393,1232.285,1248.91,425.80813996,425.8104725,"[M+H]+",424.802237564765,FALSE,FALSE,NA,65
"698","01_ww_is_pos_blank-r001","mz428.288_rt1241_f698",698,1240.994,428.28788938,19099.296875,212330.948059376,1231.078,1248.91,428.28743829,428.28844046,"[M+H]+",427.28061337521,FALSE,FALSE,NA,101
"699","01_ww_is_pos_blank-r001","mz436.801_rt1241_f699",699,1240.994,436.80091956,11439.1435546875,130960.060425111,1231.078,1252.111,436.80000204,436.80185301,"[M+H]+",435.793643564824,FALSE,FALSE,NA,50
"700","01_ww_is_pos_blank-r001","mz439.789_rt1241_f700",700,1240.994,439.78925972,6084.8916015625,36752.1874964255,1237.308,1245.821,439.78514717,439.7926616,"[M+H]+",438.781983717126,FALSE,FALSE,NA,17
"701","01_ww_is_pos_blank-r001","mz252.233_rt1242_f701",701,1242.014,252.23302557,18127.787109375,131078.002830648,1238.239,1248.91,252.23257804,252.23367829,"[M+H]+",251.225749573696,FALSE,FALSE,NA,60
"702","01_ww_is_pos_blank-r001","mz253.236_rt1242_f702",702,1242.014,253.23629344,3641.67138671875,20953.2087987615,1238.239,1247.826,253.23558271,253.23682103,"[M+H]+",252.229017438656,FALSE,FALSE,NA,34
"703","01_ww_is_pos_blank-r001","mz439.283_rt1243_f703",703,1243.178,439.28349929,14709.390625,84762.2295702481,1239.539,1248.91,439.28134204,439.28627744,"[M+H]+",438.276223289079,FALSE,FALSE,NA,45
"704","01_ww_is_pos_blank-r001","mz251.201_rt1244_f704",704,1244.376,251.2013878,23298.892578125,218888.625502511,1237.308,1254.434,251.20098759,251.20167932,"[M+H]+",250.194111799231,FALSE,FALSE,NA,17
"705","01_ww_is_pos_blank-r001","mz268.228_rt1244_f705",705,1244.376,268.22841496,83040.203125,786076.709174316,1237.308,1251.043,268.22785174,268.22884132,"[M+H]+",267.221138958527,FALSE,FALSE,NA,125
"706","01_ww_is_pos_blank-r001","mz269.231_rt1244_f706",706,1244.376,269.23068961,14605.17578125,134657.828879033,1237.308,1252.111,269.22974001,269.23119804,"[M+H]+",268.22341360508,FALSE,FALSE,NA,73
"707","01_ww_is_pos_blank-r001","mz406.275_rt1244_f707",707,1244.376,406.27474142,8590.4521484375,123504.483149489,1233.574,1256.304,406.27352705,406.27606599,"[M+H]+",405.267465418053,FALSE,FALSE,NA,44
"708","01_ww_is_pos_blank-r001","mz406.776_rt1244_f708",708,1244.376,406.77594637,4288.72216796875,44972.3725833247,1233.574,1251.043,406.77453119,406.77677917,"[M+H]+",405.76867037231,FALSE,FALSE,NA,26
"709","01_ww_is_pos_blank-r001","mz290.211_rt1246_f709",709,1245.821,290.21053404,145476.53125,1160375.87995313,1238.239,1252.111,290.20986917,290.21080688,"[M+H]+",289.203258042242,FALSE,FALSE,NA,19
"710","01_ww_is_pos_blank-r001","mz291.214_rt1246_f710",710,1245.821,291.21353161,22690.353515625,210355.232585698,1237.308,1252.111,291.21293278,291.21398744,"[M+H]+",290.206255608957,FALSE,FALSE,NA,16
"711","01_ww_is_pos_blank-r001","mz426.328_rt1248_f711",711,1247.826,426.32818607,7868.96826171875,37044.5892246387,1244.376,1251.043,426.32475161,426.33129137,"[M+H]+",425.320910070309,FALSE,FALSE,NA,7868
"712","01_ww_is_pos_blank-r001","mz292.228_rt1249_f712",712,1248.91,292.22817379,49251.3984375,590635.512465509,1238.239,1259.59,292.22768053,292.22852135,"[M+H]+",291.2208977869,FALSE,FALSE,NA,123
"713","01_ww_is_pos_blank-r001","mz310.239_rt1249_f713",713,1248.91,310.23872623,36715.60546875,279871.519144125,1243.178,1258.542,310.23838331,310.23914781,"[M+H]+",309.231450233595,FALSE,FALSE,NA,29
"714","01_ww_is_pos_blank-r001","mz376.316_rt1249_f714",714,1248.91,376.31649126,737.734680175781,4828.08165347315,1246.884,1254.434,376.31374159,376.31856542,"[M+H]+",375.309215261426,FALSE,FALSE,NA,25
"715","01_ww_is_pos_blank-r001","mz288.255_rt1250_f715",715,1250.024,288.25489811,4552.12939453125,25525.5210012816,1244.376,1255.485,288.25385149,288.25642137,"[M+H]+",287.247622113496,FALSE,FALSE,NA,63
"716","01_ww_is_pos_blank-r001","mz332.221_rt1250_f716",716,1250.024,332.22135413,101147.8671875,1175950.91437948,1238.239,1258.542,332.22092408,332.22169904,"[M+H]+",331.214078133188,FALSE,FALSE,NA,273
"717","01_ww_is_pos_blank-r001","mz314.27_rt1251_f717",717,1251.043,314.27019223,14316.146484375,102750.214211256,1246.884,1257.391,314.26979086,314.27070244,"[M+H]+",313.262916229595,FALSE,FALSE,NA,32
"718","01_ww_is_pos_blank-r001","mz402.359_rt1251_f718",718,1251.043,402.35883816,3665.69848632812,19755.6241682266,1245.821,1255.485,402.3577658,402.35954758,"[M+H]+",401.351562156986,FALSE,FALSE,NA,44
"719","01_ww_is_pos_blank-r001","mz425.332_rt1251_f719",719,1251.043,425.33181374,48063.6640625,569526.390754312,1242.014,1260.788,425.33134557,425.33248043,"[M+H]+",424.324537743331,FALSE,FALSE,NA,367
"720","01_ww_is_pos_blank-r001","mz407.302_rt1252_f720",720,1252.111,407.30234749,151501.640625,1794232.7776045,1240.994,1260.788,407.30185801,407.3029068,"[M+H]+",406.295071492338,FALSE,FALSE,NA,309
"721","01_ww_is_pos_blank-r001","mz408.305_rt1252_f721",721,1252.111,408.30505618,33769.30078125,361135.205306688,1242.014,1258.542,408.3045731,408.30559997,"[M+H]+",407.297780179523,FALSE,FALSE,NA,110
"722","01_ww_is_pos_blank-r001","mz409.307_rt1252_f722",722,1252.111,409.30715527,4675.72900390625,62382.4972274619,1237.308,1265.95,409.30451237,409.30843473,"[M+H]+",408.299879270748,FALSE,FALSE,NA,39
"723","01_ww_is_pos_blank-r001","mz424.329_rt1252_f723",723,1252.111,424.32916411,229548.734375,2609585.77477475,1240.994,1260.788,424.32866596,424.32980982,"[M+H]+",423.321888109308,FALSE,FALSE,NA,17288
"724","01_ww_is_pos_blank-r001","mz429.284_rt1252_f724",724,1252.111,429.2843804,415817.0625,4736301.03163376,1242.014,1260.788,429.28388107,429.28504247,"[M+H]+",428.277104402888,FALSE,FALSE,NA,2732
"725","01_ww_is_pos_blank-r001","mz430.288_rt1252_f725",725,1252.111,430.28752183,86766.890625,962441.323807978,1243.178,1260.788,430.28681574,430.2883554,"[M+H]+",429.28024583419,FALSE,FALSE,NA,315
"726","01_ww_is_pos_blank-r001","mz431.29_rt1252_f726",726,1252.111,431.28959329,13977.6572265625,133999.633774634,1242.014,1257.391,431.28885699,431.29074763,"[M+H]+",430.282317287629,FALSE,FALSE,NA,62
"727","01_ww_is_pos_blank-r001","mz445.258_rt1252_f727",727,1252.111,445.2582638,2036.68115234375,15933.3568394296,1247.826,1257.391,445.25601883,445.26048582,"[M+H]+",444.250987795829,FALSE,FALSE,NA,20
"728","01_ww_is_pos_blank-r001","mz275.202_rt1253_f728",728,1253.163,275.2017074,17158.275390625,127053.551095129,1246.884,1259.59,275.20133837,275.20207406,"[M+H]+",274.194431395939,FALSE,FALSE,NA,42
"729","01_ww_is_pos_blank-r001","mz283.041_rt1253_f729",729,1253.163,283.04068845,3441.4248046875,20431.6631715017,1247.826,1259.59,283.03927037,283.04165661,"[M+H]+",282.033412450947,FALSE,FALSE,NA,82
"730","01_ww_is_pos_blank-r001","mz333.224_rt1254_f730",730,1254.284,333.2238377,19563.447265625,210382.417315258,1238.239,1269.255,333.22238485,333.22506024,"[M+H]+",332.216561702725,FALSE,FALSE,NA,46
"731","01_ww_is_pos_blank-r001","mz219.075_rt1254_f731",731,1254.434,219.07502069,5402.00390625,37021.7036094527,1248.91,1262.693,219.074241,219.0758105,"[M+H]+",218.067744687024,FALSE,FALSE,NA,122
"732","01_ww_is_pos_blank-r001","mz254.044_rt1254_f732",732,1254.434,254.04393264,9447.9345703125,51510.5928331169,1248.91,1258.542,254.04362954,254.04472361,"[M+H]+",253.036656644224,FALSE,FALSE,NA,207
"733","01_ww_is_pos_blank-r001","mz256.041_rt1254_f733",733,1254.434,256.04102944,6207.603515625,32298.8390954585,1248.91,1259.59,256.040582,256.04161633,"[M+H]+",255.03375343632,FALSE,FALSE,NA,72
"734","01_ww_is_pos_blank-r001","mz282.039_rt1254_f734",734,1254.434,282.03893628,17294.3203125,103820.993874244,1247.826,1259.59,282.03877041,282.03962631,"[M+H]+",281.03166028213,FALSE,FALSE,NA,737
"735","01_ww_is_pos_blank-r001","mz284.036_rt1254_f735",735,1254.434,284.03628288,11285.4638671875,70144.6514409479,1247.826,1259.59,284.03580457,284.03670759,"[M+H]+",283.029006877703,FALSE,FALSE,NA,195
"736","01_ww_is_pos_blank-r001","mz299.043_rt1254_f736",736,1254.434,299.04287482,4252.87744140625,20571.6010906687,1248.91,1258.542,299.04215915,299.04408471,"[M+H]+",298.035598816647,FALSE,FALSE,NA,71
"737","01_ww_is_pos_blank-r001","mz300.049_rt1254_f737",737,1254.434,300.04945219,52966.95703125,301816.371339839,1248.91,1259.59,300.04843781,300.04989569,"[M+H]+",299.042176190559,FALSE,FALSE,NA,1742
"738","01_ww_is_pos_blank-r001","mz301.051_rt1254_f738",738,1254.434,301.05134031,9046.009765625,49724.2021347649,1248.91,1259.59,301.04999075,301.05278746,"[M+H]+",300.044064306131,FALSE,FALSE,NA,128
"739","01_ww_is_pos_blank-r001","mz302.047_rt1254_f739",739,1254.434,302.04670816,34623.53515625,189178.734184567,1248.91,1259.59,302.0465005,302.04714513,"[M+H]+",301.039432155926,FALSE,FALSE,NA,494
"740","01_ww_is_pos_blank-r001","mz303.05_rt1254_f740",740,1254.434,303.04980633,5153.7275390625,28275.3212777186,1248.91,1258.542,303.04850982,303.05110386,"[M+H]+",302.042530334676,FALSE,FALSE,NA,77
"741","01_ww_is_pos_blank-r001","mz304.043_rt1254_f741",741,1254.434,304.04339951,4773.71875,30227.2128531338,1250.024,1262.693,304.04139054,304.04405759,"[M+H]+",303.036123510035,FALSE,FALSE,NA,4773
"742","01_ww_is_pos_blank-r001","mz426.333_rt1254_f742",742,1254.434,426.33292327,7937.95556640625,51671.0951656882,1250.024,1259.59,426.33174148,426.3341409,"[M+H]+",425.325647274678,FALSE,FALSE,NA,7937
"743","01_ww_is_pos_blank-r001","mz295.191_rt1255_f743",743,1255.485,295.19102558,9936.5126953125,62129.3067224115,1250.024,1260.788,295.19020591,295.19163273,"[M+H]+",294.183749578132,FALSE,FALSE,NA,62
"744","01_ww_is_pos_blank-r001","mz268.228_rt1257_f744",744,1257.391,268.22791789,24955.9921875,240458.750286962,1251.043,1265.035,268.22752389,268.22821917,"[M+H]+",267.220641888833,FALSE,FALSE,NA,37
"745","01_ww_is_pos_blank-r001","mz269.23_rt1259_f745",745,1258.542,269.2304719,3963.00732421875,38577.3519704589,1252.111,1265.035,269.23018574,269.23096372,"[M+H]+",268.223195904497,FALSE,FALSE,NA,20
"746","01_ww_is_pos_blank-r001","mz446.313_rt1260_f746",746,1259.59,446.31298235,19097.828125,117622.113404796,1254.434,1263.85,446.31232001,446.31350454,"[M+H]+",445.30570635413,FALSE,FALSE,NA,101
"747","01_ww_is_pos_blank-r001","mz447.316_rt1260_f747",747,1259.59,447.31589716,4651.4013671875,32759.9862567372,1253.163,1266.954,447.31393349,447.31686365,"[M+H]+",446.308621160834,FALSE,FALSE,NA,13
"748","01_ww_is_pos_blank-r001","mz424.804_rt1261_f748",748,1260.788,424.80438641,2259.96020507812,14106.883237955,1256.304,1265.035,424.80133071,424.80749047,"[M+H]+",423.797110408265,FALSE,FALSE,NA,2259
"749","01_ww_is_pos_blank-r001","mz385.26_rt1262_f749",749,1261.631,385.25959347,12731.94140625,76326.9266468985,1256.304,1268.093,385.25840072,385.26098746,"[M+H]+",384.2523174706,FALSE,FALSE,NA,76
"750","01_ww_is_pos_blank-r001","mz386.258_rt1262_f750",750,1261.631,386.25823138,3117.98754882812,14978.0328184001,1258.542,1265.95,386.25737791,386.26023363,"[M+H]+",385.250955380184,FALSE,FALSE,NA,25
"751","01_ww_is_pos_blank-r001","mz402.286_rt1263_f751",751,1262.693,402.28622173,15648.28125,103012.400556329,1257.391,1268.093,402.28507418,402.28686571,"[M+H]+",401.278945733295,FALSE,FALSE,NA,13
"752","01_ww_is_pos_blank-r001","mz403.29_rt1263_f752",752,1262.693,403.28972705,4485.251953125,28099.9921394457,1257.391,1268.093,403.28807891,403.29147241,"[M+H]+",402.282451049056,FALSE,FALSE,NA,15
"753","01_ww_is_pos_blank-r001","mz407.241_rt1263_f753",753,1262.693,407.24140936,28234.1953125,173210.32113568,1257.391,1268.093,407.24089276,407.24188893,"[M+H]+",406.23413335643,FALSE,FALSE,NA,104
"754","01_ww_is_pos_blank-r001","mz408.245_rt1263_f754",754,1262.693,408.24480578,6659.8515625,37466.5493119037,1256.304,1268.093,408.24358941,408.24551606,"[M+H]+",407.237529783737,FALSE,FALSE,NA,66
"755","01_ww_is_pos_blank-r001","mz310.239_rt1264_f755",755,1263.85,310.2389073,36249.98828125,256973.764802403,1258.542,1270.679,310.23825014,310.23960915,"[M+H]+",309.231631303451,FALSE,FALSE,NA,29
"756","01_ww_is_pos_blank-r001","mz311.241_rt1264_f756",756,1263.85,311.24118466,8710.857421875,47051.5381946192,1259.59,1269.255,311.24031669,311.24222235,"[M+H]+",310.233908658971,FALSE,FALSE,NA,8710
"757","01_ww_is_pos_blank-r001","mz332.221_rt1264_f757",757,1263.85,332.22096823,48172.1484375,328436.490396686,1258.542,1269.255,332.22010509,332.22146891,"[M+H]+",331.213692225895,FALSE,FALSE,NA,130
"758","01_ww_is_pos_blank-r001","mz332.332_rt1264_f758",758,1263.85,332.33213757,2692.70654296875,18094.6370725332,1258.542,1268.093,332.33090099,332.33327496,"[M+H]+",331.324861569199,FALSE,FALSE,NA,15
"759","01_ww_is_pos_blank-r001","mz275.201_rt1265_f759",759,1265.035,275.20140522,19771.669921875,146712.705230871,1259.59,1271.763,275.20076772,275.20205662,"[M+H]+",274.194129217179,FALSE,FALSE,NA,48
"760","01_ww_is_pos_blank-r001","mz292.228_rt1265_f760",760,1265.035,292.22800139,73958.859375,502653.531173002,1259.59,1271.763,292.22721473,292.22865574,"[M+H]+",291.22072539087,FALSE,FALSE,NA,185
"761","01_ww_is_pos_blank-r001","mz293.227_rt1265_f761",761,1265.035,293.22728935,15905.3310546875,83382.1776653977,1261.631,1269.255,293.22607696,293.22838743,"[M+H]+",292.220013349468,FALSE,FALSE,NA,15904
"762","01_ww_is_pos_blank-r001","mz341.233_rt1265_f762",762,1265.035,341.23322661,11183.59375,68881.1334105162,1258.542,1272.826,341.23090215,341.23409835,"[M+H]+",340.225950608916,FALSE,FALSE,NA,46
"763","01_ww_is_pos_blank-r001","mz342.237_rt1265_f763",763,1265.035,342.23652402,2479.00927734375,13015.4582584076,1259.59,1268.093,342.23529598,342.23796252,"[M+H]+",341.229248022797,FALSE,FALSE,NA,45
"764","01_ww_is_pos_blank-r001","mz358.259_rt1265_f764",764,1265.035,358.25933537,3511.42553710938,25252.132132971,1258.542,1270.679,358.25812602,358.26116018,"[M+H]+",357.252059365377,FALSE,FALSE,NA,18
"765","01_ww_is_pos_blank-r001","mz363.215_rt1265_f765",765,1265.035,363.21532658,19427.6796875,139780.832982426,1258.542,1270.679,363.21471889,363.21568312,"[M+H]+",362.20805058035,FALSE,FALSE,NA,70
"766","01_ww_is_pos_blank-r001","mz364.219_rt1265_f766",766,1265.035,364.21885331,4724.60595703125,30841.5358700945,1258.542,1270.679,364.21730608,364.22112819,"[M+H]+",363.211577308851,FALSE,FALSE,NA,29
"767","01_ww_is_pos_blank-r001","mz366.207_rt1266_f767",767,1265.95,366.20651359,3732.15869140625,22920.865739293,1262.693,1270.679,366.20587268,366.20703633,"[M+H]+",365.199237592395,FALSE,FALSE,NA,3731
"768","01_ww_is_pos_blank-r001","mz442.314_rt1266_f768",768,1265.95,442.31449107,4455.2294921875,32584.7346488097,1259.59,1273.839,442.3138301,442.31537218,"[M+H]+",441.307215072851,FALSE,FALSE,NA,4454
"769","01_ww_is_pos_blank-r001","mz293.164_rt1267_f769",769,1266.954,293.16361657,2428.62890625,14806.7865559241,1260.788,1272.826,293.16176707,293.16530942,"[M+H]+",292.156340565808,FALSE,FALSE,NA,32
"770","01_ww_is_pos_blank-r001","mz319.189_rt1267_f770",770,1266.954,319.18887113,4791.28515625,33241.7908048516,1260.788,1275.215,319.18779149,319.19033349,"[M+H]+",318.181595132311,FALSE,FALSE,NA,43
"771","01_ww_is_pos_blank-r001","mz327.201_rt1267_f771",771,1266.954,327.20133927,2679.93505859375,20377.8286657913,1263.85,1275.215,327.20010172,327.20301307,"[M+H]+",326.194063272915,FALSE,FALSE,NA,20
"772","01_ww_is_pos_blank-r001","mz372.349_rt1267_f772",772,1266.954,372.34886033,4227.61865234375,29654.1934792928,1261.631,1272.826,372.34805507,372.3496794,"[M+H]+",371.341584325156,FALSE,FALSE,NA,18
"773","01_ww_is_pos_blank-r001","mz237.149_rt1268_f773",773,1268.093,237.14904408,24299.00390625,142210.661346455,1262.693,1272.826,237.14873215,237.14939886,"[M+H]+",236.141768076191,FALSE,FALSE,NA,285
"774","01_ww_is_pos_blank-r001","mz238.152_rt1268_f774",774,1268.093,238.15239245,3374.603515625,20879.7890104378,1262.693,1273.839,238.15160863,238.15312935,"[M+H]+",237.145116453952,FALSE,FALSE,NA,32
"775","01_ww_is_pos_blank-r001","mz376.307_rt1268_f775",775,1268.093,376.30673153,2921.52685546875,16696.9169968019,1262.693,1271.763,376.3060951,376.30786966,"[M+H]+",375.299455525181,FALSE,FALSE,NA,32
"776","01_ww_is_pos_blank-r001","mz398.289_rt1268_f776",776,1268.093,398.28856418,5365.7705078125,32878.2999627666,1261.631,1273.839,398.28788956,398.28925364,"[M+H]+",397.281288184623,FALSE,FALSE,NA,55
"777","01_ww_is_pos_blank-r001","mz424.805_rt1269_f777",777,1269.255,424.80500429,2348.75830078125,17893.7792132077,1265.035,1275.553,424.79978698,424.80890215,"[M+H]+",423.797728287075,FALSE,FALSE,NA,2348
"778","01_ww_is_pos_blank-r001","mz268.228_rt1271_f778",778,1270.679,268.22777842,24289.12109375,190174.791823016,1265.035,1279.402,268.22716165,268.22801222,"[M+H]+",267.220502421754,FALSE,FALSE,NA,36
"779","01_ww_is_pos_blank-r001","mz269.231_rt1271_f779",779,1270.679,269.23098429,4176.73095703125,32856.5576047738,1265.035,1279.402,269.23022263,269.23161991,"[M+H]+",268.223708289741,FALSE,FALSE,NA,21
"780","01_ww_is_pos_blank-r001","mz239.149_rt1273_f780",780,1272.826,239.14921729,8670.5498046875,54688.3597631268,1268.093,1275.553,239.14848146,239.14978811,"[M+H]+",238.141941290118,FALSE,FALSE,NA,26
"781","01_ww_is_pos_blank-r001","mz247.079_rt1273_f781",781,1272.826,247.07923615,3503.015625,21240.4875968524,1268.093,1279.402,247.07819239,247.07997116,"[M+H]+",246.071960151912,FALSE,FALSE,NA,42
"782","01_ww_is_pos_blank-r001","mz270.175_rt1274_f782",782,1273.839,270.17544401,33765.79296875,260778.224726738,1268.093,1280.789,270.17507587,270.17599462,"[M+H]+",269.168168006175,FALSE,FALSE,NA,345
"783","01_ww_is_pos_blank-r001","mz271.179_rt1274_f783",783,1273.839,271.17850334,4912.65234375,39605.5053952656,1269.255,1284.58,271.17643584,271.18005025,"[M+H]+",270.171227336001,FALSE,FALSE,NA,165
"784","01_ww_is_pos_blank-r001","mz337.252_rt1274_f784",784,1273.839,337.25221412,7090,54210.9790594061,1268.093,1278.16,337.24949545,337.25452913,"[M+H]+",336.244938119591,FALSE,FALSE,NA,7089
"785","01_ww_is_pos_blank-r001","mz367.231_rt1274_f785",785,1273.839,367.23139923,1796.53564453125,11214.2265511124,1269.255,1276.953,367.23021393,367.23215048,"[M+H]+",366.224123229364,FALSE,FALSE,NA,1796
"786","01_ww_is_pos_blank-r001","mz420.333_rt1275_f786",786,1275.479,420.33323913,13169.0166015625,183270.279643066,1259.59,1292.482,420.33125656,420.33550358,"[M+H]+",419.325963132826,FALSE,FALSE,NA,273
"787","01_ww_is_pos_blank-r001","mz381.261_rt1276_f787",787,1275.553,381.26134449,5547.4111328125,42532.7769818273,1269.255,1279.402,381.25971758,381.26219436,"[M+H]+",380.254068485632,FALSE,FALSE,NA,32
"788","01_ww_is_pos_blank-r001","mz437.194_rt1276_f788",788,1275.553,437.19437672,10990.0029296875,94968.5106387002,1269.255,1283.441,437.19368641,437.19513667,"[M+H]+",436.187100723182,FALSE,FALSE,NA,24
"789","01_ww_is_pos_blank-r001","mz426.292_rt1277_f789",789,1277.466,426.29227617,5550.86474609375,94179.121446566,1265.95,1298.85,426.29050856,426.29462368,"[M+H]+",425.285000166289,FALSE,FALSE,NA,48
"790","01_ww_is_pos_blank-r001","mz235.135_rt1279_f790",790,1279.402,235.13459409,4686.55224609375,28909.4547442805,1275.215,1283.441,235.13300562,235.13581693,"[M+H]+",234.127318088826,FALSE,FALSE,NA,131
"791","01_ww_is_pos_blank-r001","mz239.15_rt1279_f791",791,1279.402,239.14963113,9591.490234375,90326.8373847786,1275.553,1289.801,239.14841124,239.15012526,"[M+H]+",238.142355128607,FALSE,FALSE,NA,29
"792","01_ww_is_pos_blank-r001","mz257.115_rt1279_f792",792,1279.402,257.11547483,5359.3779296875,24374.8625909248,1276.953,1284.58,257.11426546,257.11584852,"[M+H]+",256.108198827657,FALSE,FALSE,NA,5358
"793","01_ww_is_pos_blank-r001","mz367.232_rt1279_f793",793,1279.402,367.23156121,1219.01000976562,6502.02510343092,1276.953,1284.58,367.23077957,367.23248527,"[M+H]+",366.224285206216,FALSE,FALSE,NA,1218
"794","01_ww_is_pos_blank-r001","mz425.289_rt1281_f794",794,1281.308,425.28897737,22706.0546875,207673.594368329,1268.093,1297.599,425.28714199,425.29022385,"[M+H]+",424.281701368847,FALSE,FALSE,NA,22705
"795","01_ww_is_pos_blank-r001","mz421.336_rt1282_f795",795,1282.027,421.33619183,3321.22900390625,25863.7004803423,1276.953,1288.424,421.33536363,421.33845921,"[M+H]+",420.328915825944,FALSE,FALSE,NA,20
"796","01_ww_is_pos_blank-r001","mz209.154_rt1283_f796",796,1283.441,209.15393331,3669.79223632812,23227.6765713505,1276.953,1289.801,209.15316741,209.15432032,"[M+H]+",208.146657314612,FALSE,FALSE,NA,13
"797","01_ww_is_pos_blank-r001","mz253.217_rt1283_f797",797,1283.441,253.21739532,3351.00268554688,20197.3446136474,1280.789,1288.424,253.21674139,253.21809749,"[M+H]+",252.210119324488,FALSE,FALSE,NA,16
"798","01_ww_is_pos_blank-r001","mz381.262_rt1283_f798",798,1283.441,381.26230005,5672.119140625,52044.3865810544,1279.402,1292.482,381.26128087,381.26375235,"[M+H]+",380.255024053691,FALSE,FALSE,NA,33
"799","01_ww_is_pos_blank-r001","mz440.413_rt1283_f799",799,1283.441,440.41271396,334854.15625,1958433.74340427,1276.953,1289.801,440.41193484,440.41308482,"[M+H]+",439.405437958524,FALSE,FALSE,NA,1945
"800","01_ww_is_pos_blank-r001","mz441.416_rt1283_f800",800,1283.441,441.41562883,95617.15625,545038.356582673,1278.16,1289.801,441.41503408,441.41586166,"[M+H]+",440.408352829511,FALSE,FALSE,NA,632
"801","01_ww_is_pos_blank-r001","mz442.418_rt1283_f801",801,1283.441,442.41813451,14528.849609375,76979.1153916776,1276.953,1288.424,442.41761142,442.41861699,"[M+H]+",441.4108585082,FALSE,FALSE,NA,431
"802","01_ww_is_pos_blank-r001","mz326.38_rt1285_f802",802,1284.58,326.37976216,56783.12109375,394799.192013707,1278.16,1289.801,326.37923187,326.38015495,"[M+H]+",325.37248616192,FALSE,FALSE,NA,907
"803","01_ww_is_pos_blank-r001","mz327.383_rt1285_f803",803,1284.58,327.38292848,13873.056640625,90966.4983365459,1278.16,1289.801,327.38188101,327.38412177,"[M+H]+",326.375652481519,FALSE,FALSE,NA,47
"804","01_ww_is_pos_blank-r001","mz332.221_rt1285_f804",804,1284.58,332.22059261,13407.1083984375,108827.003748204,1278.16,1291.295,332.21981882,332.22095066,"[M+H]+",331.213316610759,FALSE,FALSE,NA,35
"805","01_ww_is_pos_blank-r001","mz358.369_rt1285_f805",805,1284.58,358.36944752,7225.3740234375,56630.1133350349,1276.953,1291.295,358.36832413,358.37029466,"[M+H]+",357.362171523529,FALSE,FALSE,NA,52
"806","01_ww_is_pos_blank-r001","mz304.225_rt1286_f806",806,1285.958,304.2253792,5494.55615234375,39441.8537859799,1279.402,1291.295,304.22418275,304.22621588,"[M+H]+",303.218103200808,FALSE,FALSE,NA,15
"807","01_ww_is_pos_blank-r001","mz422.312_rt1286_f807",807,1285.958,422.31186636,8410.1318359375,89877.7199794522,1275.553,1293.77,422.31105956,422.31274948,"[M+H]+",421.304590361422,FALSE,FALSE,NA,8409
"808","01_ww_is_pos_blank-r001","mz427.269_rt1286_f808",808,1285.958,427.26862246,9663.09765625,104740.858449197,1276.953,1293.77,427.26815901,427.26910271,"[M+H]+",426.26134645532,FALSE,FALSE,NA,37
"809","01_ww_is_pos_blank-r001","mz428.271_rt1286_f809",809,1285.958,428.27101441,2662.52368164062,24818.0684729921,1275.553,1292.482,428.26881397,428.2724008,"[M+H]+",427.263738405535,FALSE,FALSE,NA,13
"810","01_ww_is_pos_blank-r001","mz446.814_rt1286_f810",810,1285.958,446.8141626,3812.88916015625,19318.4858463358,1282.027,1289.801,446.81298515,446.81457105,"[M+H]+",445.80688659698,FALSE,FALSE,NA,3812
"811","01_ww_is_pos_blank-r001","mz299.351_rt1287_f811",811,1287.081,299.35135792,7399.837890625,71763.7227304683,1279.402,1292.482,299.34963592,299.35199655,"[M+H]+",298.344081924243,FALSE,FALSE,NA,39
"812","01_ww_is_pos_blank-r001","mz298.348_rt1288_f812",812,1288.424,298.34825833,30926.6875,410933.260954606,1279.402,1297.599,298.34771708,298.34869996,"[M+H]+",297.340982327689,FALSE,FALSE,NA,76
"813","01_ww_is_pos_blank-r001","mz447.327_rt1288_f813",813,1288.424,447.32690355,3003.62646484375,20259.3525476073,1283.441,1293.77,447.32530282,447.32930342,"[M+H]+",446.31962754746,FALSE,FALSE,NA,3003
